Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
FGF4		1	1	<0.1%	Yes
FGF10		1	1	<0.1%	Yes
FGFR4		1	1	<0.1%	Yes
FHL2		1	1	<0.1%	No
VEGFD		1	1	<0.1%	No
FKBP1A		1	1	<0.1%	No
FKBP2		1	1	<0.1%	No
FOXF2		1	1	<0.1%	No
FMO5		1	1	<0.1%	No
FNTA		1	1	<0.1%	No
FOLH1		1	1	<0.1%	No
FOLR1		1	1	<0.1%	No
FOLR2		1	1	<0.1%	No
FXN		1	1	<0.1%	No
FTH1		1	1	<0.1%	No
FTL		1	1	<0.1%	No
NR5A1		1	1	<0.1%	No
FUS		1	1	<0.1%	Yes
FUT1		1	1	<0.1%	No
IFI6		1	1	<0.1%	No
GABPA		1	1	<0.1%	No
GABRD		1	1	<0.1%	No
GALE		1	1	<0.1%	No
GAP43		1	1	<0.1%	No
NIPSNAP2		1	1	<0.1%	No
GBX2		1	1	<0.1%	No
GCHFR		1	1	<0.1%	No
GCKR		1	1	<0.1%	No
GDI2		1	1	<0.1%	No
GFER		1	1	<0.1%	No
GFPT1		1	1	<0.1%	No
GFRA2		1	1	<0.1%	No
GK2		1	1	<0.1%	No
GLA		1	1	<0.1%	No
GLUD2		1	1	<0.1%	No
GMDS		1	1	<0.1%	No
GNAI3		1	1	<0.1%	No
GNAO1		1	1	<0.1%	No
GNAT1		1	1	<0.1%	No
GNAT2		1	1	<0.1%	No
GNG10		1	1	<0.1%	No
GNGT1		1	1	<0.1%	No
GNRH2		1	1	<0.1%	No
GNS		1	1	<0.1%	No
SFN		1	1	<0.1%	No
GPD1		1	1	<0.1%	No
GPM6B		1	1	<0.1%	No
NPBWR1		1	1	<0.1%	No
GPR15		1	1	<0.1%	No
GPR19		1	1	<0.1%	No
GPR21		1	1	<0.1%	No
GPR26		1	1	<0.1%	No
MLNR		1	1	<0.1%	No
FFAR3		1	1	<0.1%	No
FFAR2		1	1	<0.1%	No
GRK5		1	1	<0.1%	No
MKNK2		1	1	<0.1%	No
GPS1		1	1	<0.1%	No
GPX5		1	1	<0.1%	No
GRIA3		1	1	<0.1%	No
GRN		1	1	<0.1%	No
GRINA		1	1	<0.1%	No
NR3C1		1	1	<0.1%	No
PDIA3		1	1	<0.1%	No
GRPR		1	1	<0.1%	No
GSTA3		1	1	<0.1%	No
GSTA4		1	1	<0.1%	No
GSTM3		1	1	<0.1%	No
GTF2A2		1	1	<0.1%	No
GTF2F2		1	1	<0.1%	No
GTF3A		1	1	<0.1%	No
GTF3C2		1	1	<0.1%	No
GUCA2B		1	1	<0.1%	No
GUK1		1	1	<0.1%	No
GYPE		1	1	<0.1%	No
H1F0		1	1	<0.1%	No
HIST1H1E		1	1	<0.1%	Yes
HIST1H1B		1	1	<0.1%	Yes
HIST1H2AD		1	1	<0.1%	No
H2AFX		1	1	<0.1%	No
HBG2		1	1	<0.1%	No
HBZ		1	1	<0.1%	No
HCRTR1		1	1	<0.1%	No
HDGF		1	1	<0.1%	No
HEXA		1	1	<0.1%	No
HFE		1	1	<0.1%	No
HHEX		3	1	<0.1%	No
HLA-A		1	1	<0.1%	Yes
HLA-C		1	1	<0.1%	Yes
HLA-DMA		1	1	<0.1%	No
HLA-DMB		1	1	<0.1%	No
MNX1		1	1	<0.1%	Yes
HLA-DOB		1	1	<0.1%	No
HLA-DPB1		1	1	<0.1%	No
HLA-E		1	1	<0.1%	No
HLA-F		1	1	<0.1%	No
HMGB1		1	1	<0.1%	No
HMOX1		2	1	<0.1%	No
NR4A1		1	1	<0.1%	No
HNF4G		1	1	<0.1%	No
HNRNPC		1	1	<0.1%	No
HNRNPD		1	1	<0.1%	No
HNRNPK		1	1	<0.1%	No
TLX2		1	1	<0.1%	No
HOXA5		1	1	<0.1%	No
HPCA		1	1	<0.1%	No
HOXB2		1	1	<0.1%	No
HOXB6		1	1	<0.1%	No
HOXB9		1	1	<0.1%	No
HOXC5		1	1	<0.1%	No
HOXC12		1	1	<0.1%	No
HOXD1		1	1	<0.1%	No
HOXD9		1	1	<0.1%	No
HOXD12		1	1	<0.1%	No
HPCAL1		1	1	<0.1%	No
HPGD		1	1	<0.1%	No
HSD11B1		1	1	<0.1%	No
HSD17B1		1	1	<0.1%	No
HSF2		1	1	<0.1%	No
HSPA1B		1	1	<0.1%	No
DNAJB1		1	1	<0.1%	Yes
HTR1F		1	1	<0.1%	No
ICA1		1	1	<0.1%	No
ICAM3		1	1	<0.1%	No
MRPL58		1	1	<0.1%	No
ID3		2	1	<0.1%	Yes
ID4		1	1	<0.1%	No
IDH3B		1	1	<0.1%	No
IDH3G		1	1	<0.1%	No
IDUA		1	1	<0.1%	No
IFNA2		1	1	<0.1%	No
IFNA5		1	1	<0.1%	No
IFNA8		1	1	<0.1%	No
IFNA21		1	1	<0.1%	No
IFNB1		1	1	<0.1%	No
IFNG		1	1	<0.1%	No
IGF1		1	1	<0.1%	Yes
IGF2		1	1	<0.1%	Yes
IGFBP3		1	1	<0.1%	No
IGFBP5		1	1	<0.1%	No
JCHAIN		1	1	<0.1%	No
RBPJ		1	1	<0.1%	No
IL6R		1	1	<0.1%	No
CXCL8		1	1	<0.1%	No
IL9		1	1	<0.1%	No
IL12B		1	1	<0.1%	No
IL15RA		1	1	<0.1%	No
TNFRSF9		1	1	<0.1%	No
IL18		1	1	<0.1%	No
IMPA2		1	1	<0.1%	No
IMPDH2		1	1	<0.1%	No
IMPG1		1	1	<0.1%	No
INSIG1		1	1	<0.1%	No
INSL3		1	1	<0.1%	No
INSL4		2	1	<0.1%	No
ISL1		1	1	<0.1%	No
ITPA		1	1	<0.1%	No
ITPKA		1	1	<0.1%	No
JUNB		1	1	<0.1%	No
CD82		1	1	<0.1%	No
KCNA10		1	1	<0.1%	No
KCNJ13		1	1	<0.1%	No
KCNK1		1	1	<0.1%	No
KLRB1		1	1	<0.1%	No
KLRC1		1	1	<0.1%	No
KLRC3		1	1	<0.1%	No
KLRD1		1	1	<0.1%	No
KPNA2		1	1	<0.1%	No
KRT2		1	1	<0.1%	No
KRT5		1	1	<0.1%	No
KRT12		1	1	<0.1%	No
KRT18		1	1	<0.1%	No
KRT19		1	1	<0.1%	No
LAIR2		1	1	<0.1%	No
LALBA		1	1	<0.1%	No
LCK		1	1	<0.1%	Yes
LDHB		1	1	<0.1%	No
LDHC		1	1	<0.1%	No
LEP		1	1	<0.1%	No
LGALS2		1	1	<0.1%	No
FADS1		1	1	<0.1%	No
LMNB1		1	1	<0.1%	No
LMO1		1	1	<0.1%	Yes
LOR		1	1	<0.1%	No
LTA		1	1	<0.1%	No
LTB		1	1	<0.1%	Yes
LTC4S		1	1	<0.1%	No
LY6H		1	1	<0.1%	No
LYL1		1	1	<0.1%	Yes
MXD1		1	1	<0.1%	No
MAD2L1		1	1	<0.1%	No
SMAD3		1	1	<0.1%	Yes
MAGEA8		1	1	<0.1%	No
MAGEA12		1	1	<0.1%	No
MATN3		1	1	<0.1%	No
MB		1	1	<0.1%	No
MC5R		1	1	<0.1%	No
MDFI		1	1	<0.1%	No
MDH2		1	1	<0.1%	No
MECP2		1	1	<0.1%	No
MEF2A		1	1	<0.1%	No
BORCS8-MEF2B		1	1	<0.1%	No
RAB8A		1	1	<0.1%	No
MEOX1		1	1	<0.1%	No
MFNG		1	1	<0.1%	No
SCGB2A2		1	1	<0.1%	No
KITLG		1	1	<0.1%	No
MGP		1	1	<0.1%	No
CXCL9		1	1	<0.1%	No
MLF1		1	1	<0.1%	Yes
MLN		1	1	<0.1%	No
MMP1		1	1	<0.1%	No
MMP7		1	1	<0.1%	No
MMP8		1	1	<0.1%	No
ALDH6A1		2	1	<0.1%	No
MPL		1	1	<0.1%	Yes
MPZ		1	1	<0.1%	No
MRC1		1	1	<0.1%	No
MSR1		1	1	<0.1%	No
MSRA		1	1	<0.1%	No
MSX1		1	1	<0.1%	No
NUDT1		1	1	<0.1%	No
MTM1		1	1	<0.1%	No
MTX1		1	1	<0.1%	No
MUTYH		1	1	<0.1%	Yes
MYD88		1	1	<0.1%	Yes
MYL4		1	1	<0.1%	No
MYL6		2	1	<0.1%	No
HNRNPM		1	1	<0.1%	No
NAIP		1	1	<0.1%	No
NAP1L2		1	1	<0.1%	No
NARS		1	1	<0.1%	No
NDUFA1		1	1	<0.1%	No
NDUFA5		1	1	<0.1%	No
NDUFA6		1	1	<0.1%	No
NDUFA10		1	1	<0.1%	No
NDUFB3		1	1	<0.1%	No
NDUFC2		1	1	<0.1%	No
NDUFS5		1	1	<0.1%	No
NDUFS6		1	1	<0.1%	No
SEPTIN2		1	1	<0.1%	No
NEDD8		1	1	<0.1%	No
NEK3		1	1	<0.1%	No
NEU1		1	1	<0.1%	No
NEUROG1		1	1	<0.1%	No
NFE2L2		1	1	<0.1%	Yes
NFIX		1	1	<0.1%	No
NFKB2		1	1	<0.1%	Yes
NFYB		1	1	<0.1%	No
NGFR		1	1	<0.1%	No
SNU13		1	1	<0.1%	No
NKX6-1		1	1	<0.1%	No
NME1		1	1	<0.1%	No
NME4		1	1	<0.1%	No
NQO2		1	1	<0.1%	No
NPAS1		1	1	<0.1%	No
NPPA		1	1	<0.1%	No
NPR3		1	1	<0.1%	No
NUCB1		1	1	<0.1%	No
OAS1		1	1	<0.1%	No
OAT		1	1	<0.1%	No
OCM2		1	1	<0.1%	No
OMD		1	1	<0.1%	Yes
OGG1		1	1	<0.1%	No
OR1D2		1	1	<0.1%	No
OR1F1		1	1	<0.1%	No
ORM2		1	1	<0.1%	No
OSM		1	1	<0.1%	No
OTC		1	1	<0.1%	No
CLDN11		1	1	<0.1%	No
OTX2		1	1	<0.1%	No
OVOL1		1	1	<0.1%	No
OXT		1	1	<0.1%	No
OXTR		1	1	<0.1%	No
P2RX3		1	1	<0.1%	No
PA2G4		1	1	<0.1%	No
PEBP1		1	1	<0.1%	No
PAFAH1B2		1	1	<0.1%	Yes
PAFAH2		1	1	<0.1%	No
SERPINB2		1	1	<0.1%	No
PAK1		1	1	<0.1%	Yes
PALM		1	1	<0.1%	No
PAWR		1	1	<0.1%	No
PCBP2		2	1	<0.1%	No
PCCB		1	1	<0.1%	No
PCYT1A		1	1	<0.1%	No
PDCD1		1	1	<0.1%	Yes
PDE6D		1	1	<0.1%	No
PDE1B		1	1	<0.1%	No
PDGFRL		1	1	<0.1%	No
PDHA1		1	1	<0.1%	No
PDHA2		1	1	<0.1%	No
PDHB		1	1	<0.1%	No
PEPD		1	1	<0.1%	No
PFDN2		1	1	<0.1%	No
PFKFB3		1	1	<0.1%	No
PFN1		1	1	<0.1%	No
CDK14		1	1	<0.1%	No
PGC		1	1	<0.1%	No
PGM1		1	1	<0.1%	No
PHKG2		1	1	<0.1%	No
SERPINA4		1	1	<0.1%	No
SERPINB6		1	1	<0.1%	No
PIGF		1	1	<0.1%	No
PIGH		1	1	<0.1%	No
PIN1		1	1	<0.1%	No
PIN4		1	1	<0.1%	No
PITX3		1	1	<0.1%	No
PKD2		1	1	<0.1%	No
PKP1		2	1	<0.1%	No
PLA2G2A		1	1	<0.1%	No
PLAG1		1	1	<0.1%	Yes
PLAGL1		1	1	<0.1%	No
PLIN1		1	1	<0.1%	No
PLN		1	1	<0.1%	No
PLP2		1	1	<0.1%	No
PNOC		1	1	<0.1%	No
PNLIPRP1		1	1	<0.1%	No
SEPTIN5		1	1	<0.1%	Yes
POLD2		1	1	<0.1%	No
POLR2E		1	1	<0.1%	No
POLR2K		1	1	<0.1%	No
POLR2L		1	1	<0.1%	No
PON1		1	1	<0.1%	No
PON3		1	1	<0.1%	No
POU3F2		1	1	<0.1%	No
POU3F3		1	1	<0.1%	No
POU5F1		1	1	<0.1%	Yes
PPA1		1	1	<0.1%	No
PPARG		1	1	<0.1%	Yes
PPID		1	1	<0.1%	No
PPP1R1A		1	1	<0.1%	No
PPP1R3C		1	1	<0.1%	No
PPP2CB		1	1	<0.1%	No
PPP2R1A		1	1	<0.1%	Yes
PPP2R2C		1	1	<0.1%	No
PTPA		1	1	<0.1%	No
PPP3CB		1	1	<0.1%	No
PPP6C		1	1	<0.1%	Yes
PPY		1	1	<0.1%	No
PRB4		1	1	<0.1%	No
PRCC		1	1	<0.1%	Yes
PRCP		1	1	<0.1%	No
PREP		1	1	<0.1%	No
PRKAA1		1	1	<0.1%	No
PRKAB1		1	1	<0.1%	No
PRKAB2		1	1	<0.1%	No
PRKACB		1	1	<0.1%	No
PRKAR2B		1	1	<0.1%	No
PRKCD		1	1	<0.1%	No
PRKCH		1	1	<0.1%	No
MAPK6		2	1	<0.1%	No
MAPK8		1	1	<0.1%	No
MAPK9		1	1	<0.1%	No
MAP2K2		1	1	<0.1%	Yes
MAP2K3		1	1	<0.1%	No
PRL		1	1	<0.1%	No
PRM1		1	1	<0.1%	No
PRPS2		1	1	<0.1%	No
PRRG1		1	1	<0.1%	No
LGMN		1	1	<0.1%	No
PSMA1		1	1	<0.1%	No
PSMA4		1	1	<0.1%	No
PSMB2		1	1	<0.1%	No
PSMB3		2	1	<0.1%	No
PSMB6		1	1	<0.1%	No
PSMB7		1	1	<0.1%	No
PYY		1	1	<0.1%	No
PSMC1		1	1	<0.1%	No
PSMC3		1	1	<0.1%	No
PSMC4		1	1	<0.1%	No
PSMC5		1	1	<0.1%	No
PSMD4		1	1	<0.1%	No
PSMD8		1	1	<0.1%	No
PSMD10		1	1	<0.1%	No
PSMD12		1	1	<0.1%	No
PSME1		1	1	<0.1%	No
PTAFR		1	1	<0.1%	No
PTGER2		1	1	<0.1%	No
PTGER3		1	1	<0.1%	No
PTHLH		1	1	<0.1%	No
PTPRCAP		1	1	<0.1%	No
PTPRN2		1	1	<0.1%	No
PTS		1	1	<0.1%	No
RAD1		1	1	<0.1%	No
PVR		1	1	<0.1%	No
PXMP2		1	1	<0.1%	No
PEX5		1	1	<0.1%	No
QDPR		1	1	<0.1%	No
RAB5A		1	1	<0.1%	No
RAB27A		1	1	<0.1%	No
RAC1		1	1	<0.1%	Yes
RAD23B		2	1	<0.1%	No
RAD51		1	1	<0.1%	Yes
RALB		1	1	<0.1%	No
RAN		1	1	<0.1%	No
RAP1GDS1		1	1	<0.1%	Yes
RAP2A		1	1	<0.1%	No
RAPSN		1	1	<0.1%	No
PLAAT4		1	1	<0.1%	No
RBP2		1	1	<0.1%	No
RBP4		1	1	<0.1%	No
PRPH2		1	1	<0.1%	No
RFC2		1	1	<0.1%	No
RGR		1	1	<0.1%	No
RGS1		1	1	<0.1%	No
RGS2		1	1	<0.1%	No
RGS10		1	1	<0.1%	No
RHEB		1	1	<0.1%	Yes
RNASE4		1	1	<0.1%	No
RNASE6		1	1	<0.1%	No
SNORA62		1	1	<0.1%	No
RNF2		1	1	<0.1%	No
ROM1		1	1	<0.1%	No
RORC		1	1	<0.1%	No
RP9		1	1	<0.1%	No
RP2		1	1	<0.1%	No
RPA3		1	1	<0.1%	No
RPL8		1	1	<0.1%	No
RPL9		1	1	<0.1%	No
RPL12		1	1	<0.1%	No
RPL13		1	1	<0.1%	No
RPL17		1	1	<0.1%	No
RPL22		1	1	<0.1%	Yes
RPL28		1	1	<0.1%	No
RPL31		1	1	<0.1%	No
RPL34		1	1	<0.1%	No
RPL36AL		1	1	<0.1%	No
RPL38		1	1	<0.1%	No
RPLP1		1	1	<0.1%	No
RPN1		1	1	<0.1%	Yes
RPS2		1	1	<0.1%	No
RPS6KA3		1	1	<0.1%	No
RPS6KB1		1	1	<0.1%	No
RPS7		1	1	<0.1%	No
RPS9		1	1	<0.1%	No
RPS20		1	1	<0.1%	No
RPS27A		1	1	<0.1%	No
RPS28		1	1	<0.1%	No
RRM2		1	1	<0.1%	No
RSU1		1	1	<0.1%	No
RTN1		1	1	<0.1%	No
RXRB		1	1	<0.1%	No
S100A3		1	1	<0.1%	No
S100A9		1	1	<0.1%	No
CLEC11A		1	1	<0.1%	No
SCML1		1	1	<0.1%	No
SCN4B		1	1	<0.1%	No
SCNN1D		1	1	<0.1%	No
SCO1		1	1	<0.1%	No
CCL4		1	1	<0.1%	No
CCL7		1	1	<0.1%	No
CCL8		1	1	<0.1%	No
CCL14		1	1	<0.1%	No
CCL15		1	1	<0.1%	No
CCL19		1	1	<0.1%	No
CCL21		1	1	<0.1%	No
CCL24		1	1	<0.1%	No
SDC1		1	1	<0.1%	No
SDCBP		1	1	<0.1%	No
SEC13		1	1	<0.1%	No
SECTM1		1	1	<0.1%	No
SEL1L		2	1	<0.1%	No
SELENOP		1	1	<0.1%	No
SELENOW		1	1	<0.1%	No
SFPQ		1	1	<0.1%	Yes
SFRP1		1	1	<0.1%	No
SFRP4		1	1	<0.1%	Yes
SFRP5		1	1	<0.1%	No
TRA2B		1	1	<0.1%	No
SFTPB		1	1	<0.1%	No
SCG5		1	1	<0.1%	Yes
SH3BGR		1	1	<0.1%	No
SHBG		1	1	<0.1%	No
SHMT2		1	1	<0.1%	No
SHOX2		1	1	<0.1%	No
SIAH2		1	1	<0.1%	No
ST3GAL4		1	1	<0.1%	No
SIM2		1	1	<0.1%	No
SIX3		1	1	<0.1%	No
SKP1		1	1	<0.1%	No
SLA		1	1	<0.1%	No
SLC1A1		1	1	<0.1%	No
SLC2A3		1	1	<0.1%	No
SLC6A8		1	1	<0.1%	No
SLC10A1		1	1	<0.1%	No
SLC11A1		1	1	<0.1%	No
SLC22A3		1	1	<0.1%	No
SLN		1	1	<0.1%	No
SLPI		1	1	<0.1%	No
SNAI2		1	1	<0.1%	No
SNAPC2		1	1	<0.1%	No
SNAPC3		1	1	<0.1%	No
SNCA		1	1	<0.1%	No
SNCG		1	1	<0.1%	No
SNRPB2		1	1	<0.1%	No
SNRPD3		1	1	<0.1%	No
SNRPG		1	1	<0.1%	No
SNX1		1	1	<0.1%	No
SNX2		1	1	<0.1%	No
SNTB2		1	1	<0.1%	No
SOD1		1	1	<0.1%	No
SOX10		1	1	<0.1%	Yes
SOX15		1	1	<0.1%	No
SPI1		1	1	<0.1%	No
SPRR1B		1	1	<0.1%	No
SPRR2B		1	1	<0.1%	No
SPRR2E		1	1	<0.1%	No
SPRR2G		1	1	<0.1%	No
SRP72		1	1	<0.1%	No
SRPK1		1	1	<0.1%	No
SRY		1	1	<0.1%	No
SSBP1		1	1	<0.1%	No
SSR1		1	1	<0.1%	No
SSR3		1	1	<0.1%	No
SSX1		1	1	<0.1%	Yes
SSX5		1	1	<0.1%	No
STC1		1	1	<0.1%	No
STK3		1	1	<0.1%	No
STX4		1	1	<0.1%	No
STX5		1	1	<0.1%	No
SURF1		1	1	<0.1%	No
SURF2		1	1	<0.1%	No
MED22		1	1	<0.1%	No
SURF6		2	1	<0.1%	No
VAMP1		1	1	<0.1%	No
SYN1		1	1	<0.1%	No
SYPL1		1	1	<0.1%	No
TBXT		1	1	<0.1%	No
TAC1		1	1	<0.1%	No
TACC1		1	1	<0.1%	No
TAF9		1	1	<0.1%	No
TAF13		1	1	<0.1%	No
TAL2		1	1	<0.1%	Yes
TBX1		1	1	<0.1%	No
TAZ		1	1	<0.1%	No
TBCE		1	1	<0.1%	No
TBX6		1	1	<0.1%	No
TCEA2		1	1	<0.1%	No
ELOB		1	1	<0.1%	No
TCF15		1	1	<0.1%	No
TCF21		1	1	<0.1%	No
TCP10		1	1	<0.1%	No
TCTA		1	1	<0.1%	No
PPP1R11		2	1	<0.1%	No
DYNLT1		1	1	<0.1%	No
TEAD1		1	1	<0.1%	No
TESK1		1	1	<0.1%	No
NR2F2		1	1	<0.1%	No
TFDP2		1	1	<0.1%	No
TFF3		1	1	<0.1%	No
TGFB3		1	1	<0.1%	No
LEFTY2		1	1	<0.1%	No
TGIF1		1	1	<0.1%	No
THBD		1	1	<0.1%	No
THY1		1	1	<0.1%	No
TIAL1		1	1	<0.1%	No
TK2		1	1	<0.1%	No
TSPAN4		1	1	<0.1%	No
TMPO		1	1	<0.1%	No
TNF		1	1	<0.1%	No
TNNI1		1	1	<0.1%	No
TNNI2		1	1	<0.1%	No
TNNI3		1	1	<0.1%	No
TNNT2		1	1	<0.1%	No
TPSAB1		1	1	<0.1%	No
TPT1		1	1	<0.1%	No
TRAF6		2	1	<0.1%	No
TRIP6		1	1	<0.1%	No
TSN		1	1	<0.1%	No
TSHB		1	1	<0.1%	No
TSPY1		1	1	<0.1%	No
PHLDA2		1	1	<0.1%	No
TTPA		1	1	<0.1%	No
TTR		1	1	<0.1%	No
TUBB2A		1	1	<0.1%	No
TUFM		1	1	<0.1%	No
TULP1		1	1	<0.1%	No
TWIST1		1	1	<0.1%	No
TYROBP		1	1	<0.1%	No
UBB		1	1	<0.1%	No
UBE2A		1	1	<0.1%	No
UBE2B		1	1	<0.1%	No
UBE2D1		1	1	<0.1%	No
UBE2D3		1	1	<0.1%	No
UBE2E2		1	1	<0.1%	No
UBE2N		1	1	<0.1%	No
UCHL1		1	1	<0.1%	No
UCN		2	1	<0.1%	No
UCP1		1	1	<0.1%	No
SLC35A2		1	1	<0.1%	No
UGCG		1	1	<0.1%	No
UGDH		1	1	<0.1%	No
UQCRB		1	1	<0.1%	No
UROD		1	1	<0.1%	No
USF2		1	1	<0.1%	No
CLRN1		1	1	<0.1%	No
VDAC1		1	1	<0.1%	No
VDAC3		1	1	<0.1%	No
VPREB1		1	1	<0.1%	No
TRPV1		1	1	<0.1%	No
VSNL1		1	1	<0.1%	No
WARS		1	1	<0.1%	No
WAS		1	1	<0.1%	Yes
WNT1		1	1	<0.1%	No
WNT7B		1	1	<0.1%	No
WNT8A		1	1	<0.1%	No
WNT8B		1	1	<0.1%	No
WNT9B		1	1	<0.1%	No
XG		1	1	<0.1%	No
XRCC3		1	1	<0.1%	No
YWHAE		1	1	<0.1%	Yes
YWHAG		1	1	<0.1%	No
YWHAH		1	1	<0.1%	No
YWHAZ		1	1	<0.1%	No
ZFP36		1	1	<0.1%	No
ZFPL1		1	1	<0.1%	No
ZFY		1	1	<0.1%	No
ZNF8		1	1	<0.1%	No
CNBP		1	1	<0.1%	Yes
ZNF17		1	1	<0.1%	No
ZNF22		1	1	<0.1%	No
MZF1		1	1	<0.1%	No
ZNF75A		1	1	<0.1%	No
ZNF79		1	1	<0.1%	No
ZNF80		1	1	<0.1%	No
ZNF222		1	1	<0.1%	No
ZNF121		1	1	<0.1%	No
ZNF155		1	1	<0.1%	No
TRIM26		1	1	<0.1%	No
ZNF177		1	1	<0.1%	No
ZNF207		1	1	<0.1%	No
ZNF223		1	1	<0.1%	No
ZNF227		1	1	<0.1%	No
ZNF232		1	1	<0.1%	No
SLC30A2		1	1	<0.1%	No
SLC30A3		1	1	<0.1%	No
ZP3		1	1	<0.1%	No
ZXDA		1	1	<0.1%	No
LAPTM5		1	1	<0.1%	No
BSND		1	1	<0.1%	No
CXCR4		1	1	<0.1%	Yes
DEK		1	1	<0.1%	Yes
HSD17B8		1	1	<0.1%	No
TFEB		1	1	<0.1%	Yes
MTERF1		1	1	<0.1%	No
SEM1		1	1	<0.1%	No
TUSC3		1	1	<0.1%	Yes
PSCA		1	1	<0.1%	No
CCDC6		1	1	<0.1%	Yes
SLC25A16		1	1	<0.1%	No
RASSF7		1	1	<0.1%	No
MFAP5		1	1	<0.1%	No
PABPN1		1	1	<0.1%	No
DPF3		1	1	<0.1%	No
SF3A2		1	1	<0.1%	No
ZNF239		1	1	<0.1%	No
CLPP		1	1	<0.1%	No
GATD3A		1	1	<0.1%	No
DGCR6		1	1	<0.1%	No
USP11		1	1	<0.1%	No
PICALM		1	1	<0.1%	Yes
HIST1H2AJ		1	1	<0.1%	No
HIST1H2AC		1	1	<0.1%	Yes
HIST1H2BM		1	1	<0.1%	No
HIST1H2BH		1	1	<0.1%	No
HIST1H2BO		1	1	<0.1%	Yes
HIST1H4G		1	1	<0.1%	No
OR1G1		1	1	<0.1%	No
OR3A3		1	1	<0.1%	No
SLC25A11		1	1	<0.1%	No
BBOX1		1	1	<0.1%	No
STK24		1	1	<0.1%	No
NR0B2		1	1	<0.1%	No
NCK2		1	1	<0.1%	No
TPST2		1	1	<0.1%	No
FKBP6		1	1	<0.1%	No
GPR65		1	1	<0.1%	No
HIRIP3		1	1	<0.1%	No
LIPF		1	1	<0.1%	No
CST7		1	1	<0.1%	No
APOL1		1	1	<0.1%	No
CGGBP1		1	1	<0.1%	No
AP3B1		1	1	<0.1%	No
CDC14A		1	1	<0.1%	No
RRP1		1	1	<0.1%	No
MKNK1		1	1	<0.1%	Yes
KHSRP		1	1	<0.1%	No
PDLIM4		1	1	<0.1%	No
AKR7A2		1	1	<0.1%	No
PRKRA		1	1	<0.1%	No
STK16		1	1	<0.1%	No
SLC25A12		1	1	<0.1%	No
KLF7		1	1	<0.1%	No
NPFF		1	1	<0.1%	No
SOCS1		1	1	<0.1%	Yes
DYNLL1		1	1	<0.1%	No
EIF3C		1	1	<0.1%	No
EIF3H		1	1	<0.1%	No
EIF3J		1	1	<0.1%	No
VAMP4		1	1	<0.1%	No
HYAL2		2	1	<0.1%	No
B4GALT4		1	1	<0.1%	No
B3GALT4		1	1	<0.1%	No
B3GALT1		1	1	<0.1%	No
CTSF		1	1	<0.1%	No
EED		1	1	<0.1%	Yes
RNGTT		1	1	<0.1%	No
CRADD		1	1	<0.1%	No
CDS2		1	1	<0.1%	No
TNFRSF14		1	1	<0.1%	Yes
RAB11A		1	1	<0.1%	No
FADD		1	1	<0.1%	No
SNAP23		1	1	<0.1%	No
MTMR1		1	1	<0.1%	No
TNFRSF10C		1	1	<0.1%	No
SUCLG1		1	1	<0.1%	No
IL18R1		1	1	<0.1%	No
LIN7A		1	1	<0.1%	No
CCN6		1	1	<0.1%	Yes
CDK5R1		1	1	<0.1%	No
NR1I2		1	1	<0.1%	No
IER3		1	1	<0.1%	No
CDC16		1	1	<0.1%	No
SLC5A6		1	1	<0.1%	No
EIF2B3		1	1	<0.1%	No
EIF2B2		1	1	<0.1%	No
AP1S2		1	1	<0.1%	No
GYG2		1	1	<0.1%	No
ENDOU		1	1	<0.1%	No
SGCE		1	1	<0.1%	No
BCL10		1	1	<0.1%	Yes
SNURF		1	1	<0.1%	No
FOXH1		1	1	<0.1%	No
RTL8C		1	1	<0.1%	No
FUBP3		1	1	<0.1%	No
CDK5R2		1	1	<0.1%	No
HSPB3		1	1	<0.1%	No
F2RL3		1	1	<0.1%	No
SOCS3		1	1	<0.1%	Yes
CLIC3		1	1	<0.1%	No
TM4SF5		1	1	<0.1%	No
TAAR5		1	1	<0.1%	No
UBE2M		1	1	<0.1%	No
RPL14		1	1	<0.1%	No
NFS1		1	1	<0.1%	No
PRC1		1	1	<0.1%	No
SLC7A7		1	1	<0.1%	No
PAPSS1		1	1	<0.1%	No
PIAS2		1	1	<0.1%	No
CLDN12		1	1	<0.1%	No
CLDN8		1	1	<0.1%	No
CLDN2		1	1	<0.1%	No
SART1		1	1	<0.1%	No
USP10		1	1	<0.1%	No
AIFM1		1	1	<0.1%	No
ATG12		1	1	<0.1%	No
PDCD5		1	1	<0.1%	No
SLC28A2		1	1	<0.1%	No
EXO1		1	1	<0.1%	No
FIBP		1	1	<0.1%	No
PCSK7		1	1	<0.1%	Yes
LPAR2		1	1	<0.1%	No
HTR3B		1	1	<0.1%	No
REPS2		1	1	<0.1%	No
SLC33A1		1	1	<0.1%	No
ZMYM6		1	1	<0.1%	No
XPR1		1	1	<0.1%	No
TIAF1		1	1	<0.1%	No
PTTG1		1	1	<0.1%	No
PNMA1		1	1	<0.1%	No
NOG		1	1	<0.1%	No
NUMBL		1	1	<0.1%	No
STK17A		1	1	<0.1%	No
CYTH1		1	1	<0.1%	No
BCL7B		1	1	<0.1%	No
B4GALT5		1	1	<0.1%	No
CNOT8		1	1	<0.1%	No
RPL23		1	1	<0.1%	No
RAB33A		1	1	<0.1%	No
RAB28		1	1	<0.1%	No
