Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
FEV		1	1	0.2%	Yes
LY6K		1	1	0.2%	No
KLHDC4		1	1	0.2%	No
GRAMD1C		1	1	0.2%	No
ROPN1		1	1	0.2%	No
ZRANB1		1	1	0.2%	No
NSMCE4A		1	1	0.2%	No
BORCS6		1	1	0.2%	No
DNAJB12		1	1	0.2%	No
MBTD1		1	1	0.2%	No
KLHL24		1	1	0.2%	No
HAUS6		2	1	0.2%	No
AHI1		1	1	0.2%	No
ZNF586		1	1	0.2%	No
GIPC2		1	1	0.2%	No
ZNF562		1	1	0.2%	No
KLHL28		1	1	0.2%	No
ZNF280D		1	1	0.2%	No
NDE1		1	1	0.2%	No
SWT1		1	1	0.2%	No
NXPE4		1	1	0.2%	No
NUP62CL		1	1	0.2%	No
GDAP2		1	1	0.2%	No
BSPRY		1	1	0.2%	No
LRRC49		1	1	0.2%	No
APTX		1	1	0.2%	No
BIVM		1	1	0.2%	No
SYTL2		1	1	0.2%	No
PAQR5		1	1	0.2%	No
WDR55		1	1	0.2%	No
TENT5C		1	1	0.2%	Yes
MS4A12		1	1	0.2%	No
QRICH1		1	1	0.2%	No
PALMD		1	1	0.2%	No
FNBP1L		1	1	0.2%	No
DPP8		1	1	0.2%	No
TEX10		1	1	0.2%	No
CWC25		1	1	0.2%	No
TBC1D8B		1	1	0.2%	No
MTMR10		1	1	0.2%	No
PXK		1	1	0.2%	No
TMEM260		1	1	0.2%	No
CMTM6		1	1	0.2%	No
DUS2		1	1	0.2%	No
CHTF8		1	1	0.2%	No
LIME1		1	1	0.2%	No
CHCHD3		1	1	0.2%	No
IMPAD1		1	1	0.2%	No
HAUS4		1	1	0.2%	No
RHBDL2		1	1	0.2%	No
KANSL2		1	1	0.2%	No
ADPRHL2		1	1	0.2%	No
ODR4		1	1	0.2%	No
TMEM160		1	1	0.2%	No
ODAM		1	1	0.2%	No
C1ORF56		1	1	0.2%	No
TMEM70		1	1	0.2%	No
C20ORF27		1	1	0.2%	No
SLC35F6		1	1	0.2%	No
C2ORF42		1	1	0.2%	No
CLN6		1	1	0.2%	No
PINX1		1	1	0.2%	No
ULK4		1	1	0.2%	No
CZIB		1	1	0.2%	No
ZNF770		1	1	0.2%	No
MARC2		1	1	0.2%	No
TESC		1	1	0.2%	No
AURKAIP1		1	1	0.2%	No
TTC22		1	1	0.2%	No
LAMTOR1		1	1	0.2%	No
TRMT61B		1	1	0.2%	No
PPP2R3C		1	1	0.2%	No
STX17		1	1	0.2%	No
BANK1		1	1	0.2%	No
HEATR3		1	1	0.2%	No
PTCD3		1	1	0.2%	No
VPS37C		1	1	0.2%	No
CRYBG2		1	1	0.2%	No
SLC52A1		1	1	0.2%	No
TMEM248		1	1	0.2%	No
C9ORF40		1	1	0.2%	No
UACA		1	1	0.2%	No
TAPBPL		1	1	0.2%	No
IFT57		1	1	0.2%	No
RADX		2	1	0.2%	No
SLC38A4		1	1	0.2%	No
MED9		1	1	0.2%	No
WDYHV1		1	1	0.2%	No
DMAC2		1	1	0.2%	No
RALGPS2		1	1	0.2%	No
GPATCH2		1	1	0.2%	No
XKR8		1	1	0.2%	No
PIWIL2		1	1	0.2%	No
ANO10		1	1	0.2%	No
FAM90A1		1	1	0.2%	No
ANKZF1		1	1	0.2%	No
HAUS2		1	1	0.2%	No
CDCA8		1	1	0.2%	No
RBM23		1	1	0.2%	No
DALRD3		1	1	0.2%	No
ARMC1		1	1	0.2%	No
RFWD3		1	1	0.2%	No
CEP55		1	1	0.2%	No
CENPQ		1	1	0.2%	No
TBCCD1		1	1	0.2%	No
RMDN3		1	1	0.2%	No
RNF220		1	1	0.2%	No
DNAJC17		1	1	0.2%	No
CCDC198		1	1	0.2%	No
LGI2		1	1	0.2%	No
GOLPH3L		1	1	0.2%	No
P3H2		1	1	0.2%	No
EXD2		1	1	0.2%	No
UQCC1		1	1	0.2%	No
YY1AP1		1	1	0.2%	Yes
ADI1		1	1	0.2%	No
THNSL2		1	1	0.2%	No
MAP11		1	1	0.2%	No
TMEM19		1	1	0.2%	No
QRSL1		1	1	0.2%	No
UBE2W		1	1	0.2%	No
RBM41		1	1	0.2%	No
RHOT1		1	1	0.2%	No
KLHL26		1	1	0.2%	No
RNF121		1	1	0.2%	No
PI4K2B		1	1	0.2%	No
RFK		1	1	0.2%	No
CPPED1		1	1	0.2%	No
SLC29A3		1	1	0.2%	No
RSAD1		1	1	0.2%	No
MIS18BP1		1	1	0.2%	No
LARP6		1	1	0.2%	No
AGPAT5		1	1	0.2%	No
RNLS		1	1	0.2%	No
MNS1		1	1	0.2%	No
SYNJ2BP		1	1	0.2%	No
SLC39A9		1	1	0.2%	No
NIPSNAP3B		1	1	0.2%	No
LSG1		1	1	0.2%	No
PLCXD1		1	1	0.2%	No
TCP11L1		1	1	0.2%	No
LAPTM4B		1	1	0.2%	No
HJURP		1	1	0.2%	No
TMEM63B		1	1	0.2%	No
IMPACT		1	1	0.2%	No
LGR4		1	1	0.2%	No
TMCO6		1	1	0.2%	No
ZNF331		1	1	0.2%	Yes
CAMK2N1		1	1	0.2%	No
NDUFAF7		1	1	0.2%	No
PARL		1	1	0.2%	No
HES6		1	1	0.2%	No
H2AFY2		1	1	0.2%	No
DHTKD1		1	1	0.2%	No
ELMOD1		1	1	0.2%	No
CDCA7L		1	1	0.2%	No
IL17RB		1	1	0.2%	No
KLK15		1	1	0.2%	No
CNOT11		1	1	0.2%	No
FOXRED1		1	1	0.2%	No
CDV3		1	1	0.2%	No
NAGK		1	1	0.2%	No
BMP2K		1	1	0.2%	No
CDKN2AIP		1	1	0.2%	No
TENT5A		1	1	0.2%	No
ZNF280C		1	1	0.2%	No
VPS50		1	1	0.2%	No
FERMT1		1	1	0.2%	No
PRR5		1	1	0.2%	No
TASP1		1	1	0.2%	No
TTC27		1	1	0.2%	No
ZDHHC7		1	1	0.2%	No
SLC39A4		1	1	0.2%	No
G2E3		1	1	0.2%	No
DEPDC1		1	1	0.2%	No
OSGEP		1	1	0.2%	No
LYAR		1	1	0.2%	No
PIGV		1	1	0.2%	No
NHP2		2	1	0.2%	No
INTS8		1	1	0.2%	No
ZNF692		1	1	0.2%	No
RNF126		1	1	0.2%	No
ZNF446		1	1	0.2%	No
URGCP		1	1	0.2%	No
GPATCH2L		1	1	0.2%	No
PEX26		1	1	0.2%	No
SLC30A6		1	1	0.2%	No
YEATS2		1	1	0.2%	No
NDC1		1	1	0.2%	No
FAR2		1	1	0.2%	No
IQCC		1	1	0.2%	No
CEP72		1	1	0.2%	No
PARVA		1	1	0.2%	No
AP5M1		1	1	0.2%	No
NUP133		1	1	0.2%	No
SEPTIN11		1	1	0.2%	No
TMEM30A		1	1	0.2%	Yes
ZNF701		1	1	0.2%	No
ZNF83		1	1	0.2%	No
EXOC2		1	1	0.2%	No
PRR11		2	1	0.2%	No
TDP1		1	1	0.2%	No
SAYSD1		1	1	0.2%	No
ZNF839		1	1	0.2%	No
CMTR2		1	1	0.2%	Yes
ZNF415		1	1	0.2%	No
TXLNG		1	1	0.2%	No
DEPDC1B		1	1	0.2%	No
DDX28		1	1	0.2%	No
METTL2B		1	1	0.2%	No
ADAP2		1	1	0.2%	No
LRP2BP		1	1	0.2%	No
FOXJ2		1	1	0.2%	No
UTP6		1	1	0.2%	No
TSNAXIP1		1	1	0.2%	No
PAG1		1	1	0.2%	Yes
PECR		1	1	0.2%	No
SELENOS		1	1	0.2%	No
EAF2		1	1	0.2%	No
ARHGAP15		1	1	0.2%	No
PPP2R2D		1	1	0.2%	No
ITFG2		1	1	0.2%	No
ZC3H15		1	1	0.2%	No
TMEM165		1	1	0.2%	No
ACTR10		1	1	0.2%	No
TMEM126B		1	1	0.2%	No
CBWD1		1	1	0.2%	No
GSDMB		2	1	0.2%	No
WSB2		1	1	0.2%	No
LMO3		1	1	0.2%	No
ZKSCAN7		1	1	0.2%	No
GOLGA6B		1	1	0.2%	No
UNC45A		1	1	0.2%	No
ZNF302		1	1	0.2%	No
RNF114		1	1	0.2%	No
ZC4H2		1	1	0.2%	No
ANGPTL8		1	1	0.2%	No
BIN3		1	1	0.2%	No
LANCL2		1	1	0.2%	No
MYO5C		1	1	0.2%	No
APOM		1	1	0.2%	No
BAIAP2L1		1	1	0.2%	No
NXF5		1	1	0.2%	No
NXF3		1	1	0.2%	No
UBFD1		1	1	0.2%	No
PCDHGC4		1	1	0.2%	No
PCDHGA4		1	1	0.2%	No
TEX12		1	1	0.2%	No
RNF17		1	1	0.2%	No
TDRD1		1	1	0.2%	No
ANKH		1	1	0.2%	No
MTFR1L		1	1	0.2%	No
BTNL2		1	1	0.2%	No
MRAP		1	1	0.2%	No
MEPCE		1	1	0.2%	No
C8ORF44		1	1	0.2%	No
GPCPD1		1	1	0.2%	No
LRRC8A		1	1	0.2%	No
IRGC		1	1	0.2%	No
SLC7A10		1	1	0.2%	No
CABP5		1	1	0.2%	No
LTB4R2		1	1	0.2%	No
CTPS2		1	1	0.2%	No
CHST7		1	1	0.2%	No
ERO1B		1	1	0.2%	No
ASAH2		1	1	0.2%	No
BCCIP		1	1	0.2%	No
EIF5A2		1	1	0.2%	No
OR2S2		1	1	0.2%	No
KCNK12		1	1	0.2%	No
PANX2		1	1	0.2%	No
MUC13		1	1	0.2%	No
SUCNR1		1	1	0.2%	No
TMEM9B		1	1	0.2%	No
SLC2A4RG		1	1	0.2%	No
TCIM		1	1	0.2%	No
THAP10		1	1	0.2%	No
SPIRE1		1	1	0.2%	No
STARD7		1	1	0.2%	No
C1GALT1		1	1	0.2%	No
OTOR		1	1	0.2%	No
SMARCAD1		1	1	0.2%	No
MEIS3		1	1	0.2%	No
PAK6		1	1	0.2%	No
ENY2		1	1	0.2%	No
PRTFDC1		1	1	0.2%	No
NIT2		1	1	0.2%	No
LHX9		1	1	0.2%	No
OTUD7B		1	1	0.2%	No
SHD		1	1	0.2%	No
WDR93		1	1	0.2%	No
ATXN7L3		1	1	0.2%	No
STOX2		1	1	0.2%	No
POGLUT1		1	1	0.2%	No
PSMG2		1	1	0.2%	No
ADPRM		1	1	0.2%	No
CDC42SE2		1	1	0.2%	No
CHPT1		1	1	0.2%	No
SDHAF3		1	1	0.2%	No
CCDC47		1	1	0.2%	No
AKR1B10		1	1	0.2%	No
CIAPIN1		1	1	0.2%	No
SLC17A7		1	1	0.2%	No
ANKMY2		1	1	0.2%	No
RARS2		1	1	0.2%	No
DDX24		1	1	0.2%	No
PLSCR4		1	1	0.2%	No
PCNP		1	1	0.2%	No
PARP11		1	1	0.2%	No
PGLYRP4		1	1	0.2%	No
EPPIN		1	1	0.2%	No
LPAR5		1	1	0.2%	No
RNPEPL1		1	1	0.2%	No
SLURP1		1	1	0.2%	No
SMURF1		1	1	0.2%	No
TRIM54		1	1	0.2%	No
GJC2		1	1	0.2%	No
DOLPP1		1	1	0.2%	No
VARS2		1	1	0.2%	No
ANKRD50		2	1	0.2%	No
FAM219B		1	1	0.2%	No
NIPAL3		1	1	0.2%	No
KIAA1147		1	1	0.2%	No
VANGL2		1	1	0.2%	No
LYRM2		1	1	0.2%	No
PBXIP1		1	1	0.2%	No
RHOJ		1	1	0.2%	No
CLK4		1	1	0.2%	No
S100A14		1	1	0.2%	No
ABHD6		1	1	0.2%	No
RHBDD2		1	1	0.2%	No
GALNT16		1	1	0.2%	No
KIAA1143		1	1	0.2%	No
ISY1		1	1	0.2%	No
HHATL		1	1	0.2%	No
GRAMD1B		1	1	0.2%	No
SHROOM4		1	1	0.2%	No
RNF150		1	1	0.2%	No
NLN		1	1	0.2%	No
RIMKLB		1	1	0.2%	No
MTA3		1	1	0.2%	No
MAVS		1	1	0.2%	No
ZNF608		1	1	0.2%	No
MTUS1		1	1	0.2%	No
SERINC1		1	1	0.2%	No
TBC1D14		1	1	0.2%	No
MIB1		1	1	0.2%	Yes
KIAA1328		1	1	0.2%	No
SORCS2		1	1	0.2%	No
KLHL42		1	1	0.2%	No
PDP2		1	1	0.2%	No
CARNS1		1	1	0.2%	No
SLAIN2		1	1	0.2%	No
KLHL1		1	1	0.2%	No
SUGT1P4-STRA6LP-CCDC180		2	1	0.2%	No
EPB41L5		1	1	0.2%	No
GPAM		1	1	0.2%	No
ALS2		1	1	0.2%	No
VAT1L		1	1	0.2%	No
USP37		1	1	0.2%	No
SHTN1		1	1	0.2%	No
CPNE5		2	1	0.2%	No
FAM160B1		1	1	0.2%	No
CWC22		1	1	0.2%	No
MEAK7		1	1	0.2%	No
MIER1		1	1	0.2%	No
PPP4R4		1	1	0.2%	No
GPR107		1	1	0.2%	No
IGDCC4		1	1	0.2%	No
NCOA5		1	1	0.2%	No
GBA3		1	1	0.2%	No
GRHL3		1	1	0.2%	No
PTBP2		1	1	0.2%	No
NEUROD4		1	1	0.2%	No
MS4A7		1	1	0.2%	No
TP53INP2		1	1	0.2%	No
SRPRB		1	1	0.2%	No
ENOPH1		1	1	0.2%	No
PCTP		1	1	0.2%	No
ABHD17C		1	1	0.2%	No
ZNF77		1	1	0.2%	No
INIP		1	1	0.2%	No
JAM2		1	1	0.2%	No
OPRPN		1	1	0.2%	No
DNASE2B		1	1	0.2%	No
DMRT3		1	1	0.2%	No
PRM3		1	1	0.2%	No
CARD18		1	1	0.2%	No
EVA1C		1	1	0.2%	No
TLNRD1		1	1	0.2%	No
NTN4		1	1	0.2%	No
CACNG7		1	1	0.2%	No
PRDM12		1	1	0.2%	No
PLEKHA2		1	1	0.2%	No
TRPV4		1	1	0.2%	No
SENP2		1	1	0.2%	No
RXFP1		1	1	0.2%	No
GPBP1L1		1	1	0.2%	No
TGIF2		1	1	0.2%	No
ELOVL5		1	1	0.2%	No
HAPLN2		1	1	0.2%	No
MRPS35		1	1	0.2%	No
CCDC81		1	1	0.2%	No
AASDHPPT		1	1	0.2%	No
AGBL5		1	1	0.2%	No
NAA35		1	1	0.2%	No
RINT1		1	1	0.2%	No
ATG101		1	1	0.2%	No
FKBP10		1	1	0.2%	No
ZFAND3		1	1	0.2%	No
C14ORF93		1	1	0.2%	No
MRPL17		1	1	0.2%	No
VIPAS39		1	1	0.2%	No
SLC17A9		1	1	0.2%	No
CXORF56		1	1	0.2%	No
GPSM3		1	1	0.2%	No
DMRTC2		1	1	0.2%	No
DMRTC1		1	1	0.2%	No
NEUROG2		1	1	0.2%	No
LHPP		1	1	0.2%	No
SLC28A3		1	1	0.2%	No
RBKS		1	1	0.2%	No
PBLD		1	1	0.2%	No
CLSTN2		1	1	0.2%	No
POPDC2		1	1	0.2%	No
GFRA4		1	1	0.2%	No
LRRC4		1	1	0.2%	No
TNMD		1	1	0.2%	No
RTP4		1	1	0.2%	No
TMBIM1		1	1	0.2%	No
FN3K		1	1	0.2%	No
ADGRL4		1	1	0.2%	No
PDF		1	1	0.2%	No
NCAPG		1	1	0.2%	No
OSGEPL1		1	1	0.2%	No
EDDM3B		1	1	0.2%	No
IRF2BPL		1	1	0.2%	No
LHX5		1	1	0.2%	No
DNAJC1		1	1	0.2%	No
TFB2M		1	1	0.2%	No
TOR3A		1	1	0.2%	No
MS4A5		1	1	0.2%	No
PDLIM2		1	1	0.2%	No
ZSCAN31		1	1	0.2%	No
COP1		1	1	0.2%	Yes
HS1BP3		1	1	0.2%	No
IKZF4		1	1	0.2%	No
CHST8		1	1	0.2%	No
GREM2		1	1	0.2%	No
AKTIP		1	1	0.2%	No
RGS18		1	1	0.2%	No
TMEM267		1	1	0.2%	No
MTMR14		1	1	0.2%	No
SUDS3		1	1	0.2%	No
TTC31		1	1	0.2%	No
CPEB1		1	1	0.2%	No
ALDH8A1		1	1	0.2%	No
CLEC7A		1	1	0.2%	No
MOSPD3		1	1	0.2%	No
CSRNP1		1	1	0.2%	No
ANAPC1		1	1	0.2%	No
GORASP1		1	1	0.2%	No
TMPRSS3		1	1	0.2%	No
NUCKS1		1	1	0.2%	No
HS3ST6		1	1	0.2%	No
ACBD3		1	1	0.2%	No
ATPAF1		1	1	0.2%	No
CREB3L2		1	1	0.2%	Yes
IPPK		1	1	0.2%	No
ILRUN		1	1	0.2%	No
AEN		1	1	0.2%	No
CRTC3		1	1	0.2%	Yes
EXO5		1	1	0.2%	No
ARV1		1	1	0.2%	No
P2RY12		1	1	0.2%	No
KLC2		1	1	0.2%	No
FNDC4		1	1	0.2%	No
ISL2		1	1	0.2%	No
YTHDC2		1	1	0.2%	No
USP46		1	1	0.2%	No
NABP1		1	1	0.2%	No
CASD1		1	1	0.2%	No
LRRC19		1	1	0.2%	No
TTC23		1	1	0.2%	No
NT5DC2		1	1	0.2%	No
MRPS26		1	1	0.2%	No
MRPS9		1	1	0.2%	No
MRPS5		1	1	0.2%	No
MRPL38		1	1	0.2%	No
SLC26A10		1	1	0.2%	No
PINK1		1	1	0.2%	No
ACD		1	1	0.2%	No
TMEM237		1	1	0.2%	No
KRI1		1	1	0.2%	No
MARCKSL1		1	1	0.2%	No
UPF3A		1	1	0.2%	No
PRAMEF2		1	1	0.2%	No
SOWAHC		1	1	0.2%	No
SPATS2		1	1	0.2%	No
MPPE1		1	1	0.2%	No
UBE2Z		1	1	0.2%	No
WNK3		1	1	0.2%	No
PLEKHA3		1	1	0.2%	No
ZNF747		1	1	0.2%	No
MRPS34		1	1	0.2%	No
CYP4F12		1	1	0.2%	No
LYNX1		1	1	0.2%	No
C17ORF53		1	1	0.2%	No
VKORC1		1	1	0.2%	No
SCNM1		1	1	0.2%	No
METRN		1	1	0.2%	No
DBNDD1		1	1	0.2%	No
DDX50		1	1	0.2%	No
GGCT		1	1	0.2%	No
GID4		1	1	0.2%	Yes
CENPM		1	1	0.2%	No
C7ORF25		1	1	0.2%	No
TMEM106C		1	1	0.2%	No
FNDC11		1	1	0.2%	No
SPATA5L1		1	1	0.2%	No
PDCL3		1	1	0.2%	No
ZFYVE21		1	1	0.2%	No
TSEN34		1	1	0.2%	No
ALG8		1	1	0.2%	No
ASPSCR1		1	1	0.2%	Yes
METTL16		1	1	0.2%	No
FTO		1	1	0.2%	No
TMEM109		1	1	0.2%	No
C1ORF50		1	1	0.2%	No
ZNF426		1	1	0.2%	No
TMUB2		1	1	0.2%	No
METTL22		1	1	0.2%	No
C11ORF49		1	1	0.2%	No
TRIM48		1	1	0.2%	No
MAPKAP1		1	1	0.2%	Yes
TMEM185B		1	1	0.2%	No
CCDC28B		1	1	0.2%	No
ZSCAN5A		1	1	0.2%	No
GDPD3		1	1	0.2%	No
MFSD11		1	1	0.2%	No
LENG1		1	1	0.2%	No
CRELD2		1	1	0.2%	No
ZNF343		1	1	0.2%	No
EFHD2		1	1	0.2%	No
TTPAL		1	1	0.2%	No
FSD1		1	1	0.2%	No
ZNF557		1	1	0.2%	No
OR4K5		1	1	0.2%	No
OR51G1		1	1	0.2%	No
OR51B4		1	1	0.2%	No
CPLANE2		1	1	0.2%	No
BHLHE41		1	1	0.2%	No
HMGN5		1	1	0.2%	No
GLB1L		1	1	0.2%	No
ZBED2		1	1	0.2%	No
LRRC2		1	1	0.2%	No
OR52N1		1	1	0.2%	No
NKAIN1		1	1	0.2%	No
ABHD8		1	1	0.2%	No
CDC73		1	1	0.2%	Yes
SLC52A2		1	1	0.2%	No
CHPF		1	1	0.2%	No
MUL1		1	1	0.2%	No
RNF219		1	1	0.2%	No
RIC3		1	1	0.2%	No
NAA16		1	1	0.2%	No
CCNJL		1	1	0.2%	No
RNASEH2B		1	1	0.2%	No
SCRN3		1	1	0.2%	No
ARMC7		1	1	0.2%	No
C22ORF46		1	1	0.2%	No
CHMP6		1	1	0.2%	No
MAP7D3		1	1	0.2%	No
ICE2		1	1	0.2%	No
DHX40		1	1	0.2%	No
C3ORF52		1	1	0.2%	No
ZNF329		1	1	0.2%	No
FASTKD1		1	1	0.2%	No
OGFOD2		1	1	0.2%	No
RTL10		1	1	0.2%	No
ZDHHC14		1	1	0.2%	No
SAP30L		1	1	0.2%	No
GAL3ST4		1	1	0.2%	No
ZYG11B		1	1	0.2%	No
PRKRIP1		1	1	0.2%	No
IGFLR1		1	1	0.2%	No
ANKRD55		1	1	0.2%	No
NARS2		1	1	0.2%	No
TTLL7		1	1	0.2%	No
CCDC7		1	1	0.2%	No
DIPK2B		1	1	0.2%	No
ZNF419		1	1	0.2%	No
ECHDC3		1	1	0.2%	No
SLC25A22		1	1	0.2%	No
ASB13		1	1	0.2%	No
DHRS12		1	1	0.2%	No
GEMIN7		1	1	0.2%	No
CCDC82		1	1	0.2%	No
RERGL		1	1	0.2%	No
KLHL36		1	1	0.2%	No
ALG9		1	1	0.2%	No
ZNF408		1	1	0.2%	No
SHCBP1		1	1	0.2%	No
HPS6		1	1	0.2%	No
GSTCD		1	1	0.2%	No
ARHGAP28		1	1	0.2%	No
CAMKMT		1	1	0.2%	No
NAA40		1	1	0.2%	No
PEAK1		1	1	0.2%	No
PIP4K2C		1	1	0.2%	No
CCDC102B		1	1	0.2%	No
ZBTB3		1	1	0.2%	No
PDZD3		1	1	0.2%	No
EPHX3		1	1	0.2%	No
TUBAL3		1	1	0.2%	No
TREML2		1	1	0.2%	No
CPSF7		1	1	0.2%	No
BAALC		1	1	0.2%	No
RPAP2		1	1	0.2%	No
CBLL1		1	1	0.2%	No
DCAKD		1	1	0.2%	No
PODNL1		1	1	0.2%	No
CAAP1		1	1	0.2%	No
PLBD1		1	1	0.2%	No
ZNF671		1	1	0.2%	No
MCMBP		1	1	0.2%	No
THNSL1		1	1	0.2%	No
TMC7		1	1	0.2%	No
ACTR5		1	1	0.2%	No
MAB21L4		1	1	0.2%	No
MRM1		1	1	0.2%	No
TNIP3		1	1	0.2%	No
SLC35E1		1	1	0.2%	No
L2HGDH		1	1	0.2%	No
C10ORF95		1	1	0.2%	No
PAQR6		1	1	0.2%	No
JADE1		1	1	0.2%	No
WDR76		1	1	0.2%	No
WLS		1	1	0.2%	No
TRMT2B		1	1	0.2%	No
FRMD1		1	1	0.2%	No
TTC26		1	1	0.2%	No
TRAPPC13		1	1	0.2%	No
FAM192A		1	1	0.2%	No
WWC2		1	1	0.2%	No
DGLUCY		1	1	0.2%	No
NRSN2		1	1	0.2%	No
PANK2		1	1	0.2%	No
ZNF556		1	1	0.2%	No
DCAF17		1	1	0.2%	No
MAP3K19		1	1	0.2%	No
ZNF703		2	1	0.2%	Yes
SIKE1		1	1	0.2%	No
THOC7		1	1	0.2%	No
SLC66A2		1	1	0.2%	No
ZC3H12A		1	1	0.2%	No
NAA15		1	1	0.2%	No
CWH43		1	1	0.2%	No
IFT74		1	1	0.2%	No
DBF4B		1	1	0.2%	No
TEDC2		1	1	0.2%	No
TMEM134		1	1	0.2%	No
FBXO11		1	1	0.2%	Yes
OPA3		1	1	0.2%	No
PROSER1		1	1	0.2%	No
ARMC9		1	1	0.2%	No
CCDC92		1	1	0.2%	No
TM2D3		1	1	0.2%	No
ALPK1		1	1	0.2%	No
COQ10B		1	1	0.2%	No
TARS2		1	1	0.2%	No
PAAF1		1	1	0.2%	No
CXORF21		1	1	0.2%	No
PIGZ		1	1	0.2%	No
SLC35F5		1	1	0.2%	No
C16ORF70		1	1	0.2%	No
EDEM3		1	1	0.2%	No
ITPKC		1	1	0.2%	No
GRPEL1		1	1	0.2%	No
CDK5RAP3		1	1	0.2%	No
EFHD1		1	1	0.2%	No
MED28		1	1	0.2%	No
KLHL15		1	1	0.2%	No
CXXC4		1	1	0.2%	No
CCDC68		1	1	0.2%	No
ABTB1		1	1	0.2%	No
ULBP2		1	1	0.2%	No
ULBP1		1	1	0.2%	No
PABPC1L		1	1	0.2%	No
BPIFB2		1	1	0.2%	No
REEP4		1	1	0.2%	No
TNKS2		1	1	0.2%	No
RNF39		1	1	0.2%	No
PDCD1LG2		1	1	0.2%	Yes
CD276		1	1	0.2%	Yes
UBXN6		1	1	0.2%	No
SLC19A3		1	1	0.2%	No
TSGA10		1	1	0.2%	No
AKNA		1	1	0.2%	No
SLC35G2		1	1	0.2%	No
TTYH3		1	1	0.2%	No
VWA7		1	1	0.2%	No
THUMPD2		1	1	0.2%	No
KHDC1		1	1	0.2%	No
NDFIP1		1	1	0.2%	No
THAP7		1	1	0.2%	No
CPTP		1	1	0.2%	No
LIMD2		1	1	0.2%	No
INTS5		1	1	0.2%	No
BHLHB9		1	1	0.2%	No
APOL4		1	1	0.2%	No
APOL3		1	1	0.2%	No
SH3BP5L		1	1	0.2%	No
KDM7A		1	1	0.2%	No
SETD7		1	1	0.2%	Yes
NPL		1	1	0.2%	No
TUBB1		1	1	0.2%	No
SLC25A32		1	1	0.2%	No
CLPTM1L		1	1	0.2%	No
OR4K15		1	1	0.2%	No
OR4A16		1	1	0.2%	No
OR2G2		1	1	0.2%	No
OR2C3		1	1	0.2%	No
PTDSS2		1	1	0.2%	No
MOB2		1	1	0.2%	No
ITFG1		1	1	0.2%	No
TMX1		1	1	0.2%	No
FAM49A		1	1	0.2%	No
LMAN2L		1	1	0.2%	No
NDEL1		1	1	0.2%	No
TXNDC5		1	1	0.2%	No
ACTL8		1	1	0.2%	No
CLPB		1	1	0.2%	No
URM1		1	1	0.2%	No
LBH		1	1	0.2%	No
NECTIN4		1	1	0.2%	No
CAB39L		1	1	0.2%	No
KAZALD1		1	1	0.2%	No
DEFB126		1	1	0.2%	No
SHCBP1L		1	1	0.2%	No
TSC22D4		1	1	0.2%	No
VMP1		1	1	0.2%	No
C6ORF62		1	1	0.2%	No
AMN		1	1	0.2%	No
OR5V1		1	1	0.2%	No
OR2B2		1	1	0.2%	No
NETO2		1	1	0.2%	No
VANGL1		1	1	0.2%	No
RNF146		1	1	0.2%	No
KRTAP1-1		1	1	0.2%	No
ZNF611		1	1	0.2%	No
SLIRP		1	1	0.2%	No
SLC25A28		1	1	0.2%	No
ABHD17A		1	1	0.2%	No
CABLES2		1	1	0.2%	No
ZNF93		1	1	0.2%	No
TCF7L1		1	1	0.2%	No
ADPGK		1	1	0.2%	No
SF3B5		1	1	0.2%	No
GSG1		1	1	0.2%	No
CCDC70		1	1	0.2%	No
DRC3		1	1	0.2%	No
EMC6		1	1	0.2%	No
APH1B		1	1	0.2%	No
GLT8D2		1	1	0.2%	No
PUS3		1	1	0.2%	No
CHST9		1	1	0.2%	No
NUF2		1	1	0.2%	Yes
FAM110A		2	1	0.2%	No
DNAL1		1	1	0.2%	No
RTBDN		1	1	0.2%	No
TMUB1		1	1	0.2%	No
AKR1E2		1	1	0.2%	No
SOX7		1	1	0.2%	No
C19ORF12		1	1	0.2%	No
C11ORF68		1	1	0.2%	No
TEX101		1	1	0.2%	No
FAM167A		1	1	0.2%	No
SLC35G5		1	1	0.2%	No
FAM167A-AS1		1	1	0.2%	No
TEKT1		1	1	0.2%	No
SESN2		1	1	0.2%	Yes
CD99L2		1	1	0.2%	No
RPS6KL1		1	1	0.2%	No
RHNO1		1	1	0.2%	No
TRPT1		1	1	0.2%	No
TLCD3B		1	1	0.2%	No
ITCH		2	1	0.2%	No
ZNF484		1	1	0.2%	No
KRTAP4-12		1	1	0.2%	No
SETDB2		1	1	0.2%	Yes
ANGPTL6		1	1	0.2%	No
KLF16		1	1	0.2%	No
ATAD3B		1	1	0.2%	No
GPR61		1	1	0.2%	No
TBC1D10A		1	1	0.2%	No
BCO2		1	1	0.2%	No
MRO		1	1	0.2%	No
TM2D2		1	1	0.2%	No
TTLL2		1	1	0.2%	No
FGFBP2		1	1	0.2%	No
KCTD10		1	1	0.2%	No
TTC29		1	1	0.2%	No
KRTAP1-5		1	1	0.2%	No
KRTAP3-2		1	1	0.2%	No
KRTAP9-2		1	1	0.2%	No
KRTAP9-8		1	1	0.2%	No
KRTAP17-1		1	1	0.2%	No
HASPIN		1	1	0.2%	No
STK40		1	1	0.2%	Yes
TM2D1		1	1	0.2%	No
TSSK1B		1	1	0.2%	No
